#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
ABHD14A-ACY1	OPLAH	9606.ENSP00000490744	9606.ENSP00000480476	0.057	0	0	0	0	0	0.384	0.246	0.523
CD2AP	PDLIM4	9606.ENSP00000352264	9606.ENSP00000253754	0	0	0	0	0	0	0.900	0.047	0.900
CD2AP	CBL	9606.ENSP00000352264	9606.ENSP00000264033	0	0	0	0	0.056	0.880	0	0.909	0.988
CD2AP	SPECC1L	9606.ENSP00000352264	9606.ENSP00000325785	0	0	0	0	0.049	0	0.540	0	0.543
CD2AP	TJP1	9606.ENSP00000352264	9606.ENSP00000348416	0	0	0	0	0.072	0	0	0.981	0.982
CD320	CBL	9606.ENSP00000301458	9606.ENSP00000264033	0	0	0	0	0	0	0	0.545	0.545
CD320	CD40LG	9606.ENSP00000301458	9606.ENSP00000359663	0	0	0	0	0.043	0	0	0.410	0.411
CD320	MMAB	9606.ENSP00000301458	9606.ENSP00000445920	0	0	0	0	0.049	0	0	0.845	0.846
CD3D	CD74	9606.ENSP00000300692	9606.ENSP00000009530	0	0	0	0	0.150	0.053	0	0.636	0.681
CD3D	TBX21	9606.ENSP00000300692	9606.ENSP00000177694	0	0	0	0	0.193	0.042	0	0.411	0.505
CD3D	CSK	9606.ENSP00000300692	9606.ENSP00000220003	0	0	0	0	0.125	0.108	0.500	0.182	0.638
CD3D	HCST	9606.ENSP00000300692	9606.ENSP00000246551	0	0	0	0	0.330	0	0	0.372	0.561
CD3D	CD81	9606.ENSP00000300692	9606.ENSP00000263645	0	0	0	0	0.049	0	0	0.458	0.463
CD3D	CBL	9606.ENSP00000300692	9606.ENSP00000264033	0	0	0	0	0	0	0	0.486	0.485
CD3D	CCR2	9606.ENSP00000300692	9606.ENSP00000292301	0	0	0	0	0.242	0.071	0	0.289	0.455
CD3D	RAG1	9606.ENSP00000300692	9606.ENSP00000299440	0	0	0	0	0.056	0.127	0	0.449	0.506
CD3D	TNF	9606.ENSP00000300692	9606.ENSP00000398698	0	0	0	0	0.110	0.071	0	0.348	0.414
CD3D	KIAA0319	9606.ENSP00000300692	9606.ENSP00000367459	0	0	0	0	0	0.070	0.400	0.042	0.418
CD3D	IL1R2	9606.ENSP00000300692	9606.ENSP00000330959	0	0	0	0	0.070	0.066	0	0.387	0.421
CD3D	JAK3	9606.ENSP00000300692	9606.ENSP00000432511	0	0	0	0	0.145	0.108	0	0.357	0.466
CD3D	AGFG1	9606.ENSP00000300692	9606.ENSP00000387282	0	0	0	0	0	0	0.500	0	0.499
CD3D	HLA-G	9606.ENSP00000300692	9606.ENSP00000366024	0	0	0	0	0.085	0	0.500	0.196	0.600
CD3D	CD40LG	9606.ENSP00000300692	9606.ENSP00000359663	0	0	0	0	0.375	0.071	0	0.604	0.750
CD3D	CD1C	9606.ENSP00000300692	9606.ENSP00000357152	0	0	0	0	0.193	0	0.500	0.585	0.818
CD3D	PDCD1	9606.ENSP00000300692	9606.ENSP00000335062	0	0	0	0	0.177	0	0.500	0.669	0.852
CD3D	SH2D1A	9606.ENSP00000300692	9606.ENSP00000360181	0	0	0	0	0.791	0	0	0.605	0.914
CD40LG	CD74	9606.ENSP00000359663	9606.ENSP00000009530	0	0	0	0	0.107	0	0	0.560	0.590
CD40LG	TBX21	9606.ENSP00000359663	9606.ENSP00000177694	0	0	0	0	0.168	0	0	0.600	0.654
CD40LG	TNFSF4	9606.ENSP00000359663	9606.ENSP00000281834	0	0	0	0	0.042	0	0	0.958	0.958
CD40LG	CCR2	9606.ENSP00000359663	9606.ENSP00000292301	0	0	0	0	0.158	0	0	0.481	0.544
CD40LG	RAG1	9606.ENSP00000359663	9606.ENSP00000299440	0	0	0	0	0	0	0	0.532	0.532
CD40LG	CD3D	9606.ENSP00000359663	9606.ENSP00000300692	0	0	0	0	0.375	0.071	0	0.604	0.750
CD40LG	CD320	9606.ENSP00000359663	9606.ENSP00000301458	0	0	0	0	0.043	0	0	0.410	0.411
CD40LG	IL16	9606.ENSP00000359663	9606.ENSP00000302935	0	0	0	0	0.144	0.071	0	0.419	0.497
CD40LG	CD276	9606.ENSP00000359663	9606.ENSP00000320084	0	0	0	0	0	0	0	0.935	0.935
CD40LG	F2R	9606.ENSP00000359663	9606.ENSP00000321326	0	0	0	0	0	0	0	0.417	0.416
CD40LG	PDCD1	9606.ENSP00000359663	9606.ENSP00000335062	0	0	0	0	0.142	0	0	0.749	0.775
CD40LG	CD1C	9606.ENSP00000359663	9606.ENSP00000357152	0	0	0	0	0.134	0	0	0.788	0.808
CD40LG	CD160	9606.ENSP00000359663	9606.ENSP00000358294	0	0	0	0	0.104	0	0	0.417	0.455
CD40LG	NGF	9606.ENSP00000359663	9606.ENSP00000358525	0	0	0	0	0	0	0	0.500	0.500
CD40LG	ACKR2	9606.ENSP00000359663	9606.ENSP00000416996	0	0	0	0	0.042	0	0	0.432	0.432
CD40LG	JAK3	9606.ENSP00000359663	9606.ENSP00000432511	0	0	0	0	0.143	0	0	0.371	0.438
CD40LG	CCR3	9606.ENSP00000359663	9606.ENSP00000441600	0	0	0	0	0.110	0	0	0.402	0.445
CD40LG	LY75-CD302	9606.ENSP00000359663	9606.ENSP00000423463	0	0	0	0	0.067	0	0	0.504	0.517
CD40LG	SH2D1A	9606.ENSP00000359663	9606.ENSP00000360181	0	0	0	0	0.283	0	0	0.704	0.779
CD40LG	TNF	9606.ENSP00000359663	9606.ENSP00000398698	0	0	0	0	0.118	0	0.500	0.880	0.942
CD74	LGALS3	9606.ENSP00000009530	9606.ENSP00000254301	0	0	0	0	0.099	0	0	0.392	0.429
CD74	CD1C	9606.ENSP00000009530	9606.ENSP00000357152	0	0	0	0	0.196	0.071	0	0.306	0.437
CD74	IFIT3	9606.ENSP00000009530	9606.ENSP00000360876	0	0	0	0	0.103	0	0	0.407	0.445
CD74	KRAS	9606.ENSP00000009530	9606.ENSP00000256078	0	0	0	0	0.071	0.114	0	0.398	0.461
CD74	HBB	9606.ENSP00000009530	9606.ENSP00000494175	0	0	0	0	0.108	0.095	0	0.415	0.487
CD74	KCNQ4	9606.ENSP00000009530	9606.ENSP00000262916	0.052	0	0	0	0.296	0.289	0	0.074	0.501
CD74	RAD23B	9606.ENSP00000009530	9606.ENSP00000350708	0	0	0	0	0.295	0.302	0	0.073	0.503
CD74	SBDS	9606.ENSP00000009530	9606.ENSP00000246868	0	0	0	0	0.134	0.401	0	0.129	0.508
CD74	KCND3	9606.ENSP00000009530	9606.ENSP00000319591	0.052	0	0	0	0.307	0.289	0	0.074	0.510
CD74	IFI44L	9606.ENSP00000009530	9606.ENSP00000359787	0	0	0	0	0.109	0.383	0	0.188	0.515
CD74	CCR2	9606.ENSP00000009530	9606.ENSP00000292301	0	0	0	0	0.144	0	0	0.478	0.535
CD74	SPPL2A	9606.ENSP00000009530	9606.ENSP00000261854	0	0	0	0	0.071	0	0	0.529	0.544
CD74	TNF	9606.ENSP00000009530	9606.ENSP00000398698	0	0	0	0	0.165	0	0	0.480	0.547
CD74	CD40LG	9606.ENSP00000009530	9606.ENSP00000359663	0	0	0	0	0.107	0	0	0.560	0.590
CD74	AIF1	9606.ENSP00000009530	9606.ENSP00000365227	0	0	0	0	0.293	0.067	0	0.433	0.594
CD74	HLA-G	9606.ENSP00000009530	9606.ENSP00000366024	0	0	0	0	0.114	0	0.540	0.220	0.654
CD74	CD3D	9606.ENSP00000009530	9606.ENSP00000300692	0	0	0	0	0.150	0.053	0	0.636	0.681
CD74	RPL17-C18orf32	9606.ENSP00000009530	9606.ENSP00000463379	0.091	0	0	0	0.688	0.749	0	0.204	0.935
CD81	HLA-G	9606.ENSP00000263645	9606.ENSP00000366024	0	0	0	0	0.049	0	0	0.406	0.410
CD81	CD3D	9606.ENSP00000263645	9606.ENSP00000300692	0	0	0	0	0.049	0	0	0.458	0.463
CD81	DPP4	9606.ENSP00000263645	9606.ENSP00000353731	0	0	0	0	0	0	0	0.476	0.476
CD81	CBL	9606.ENSP00000263645	9606.ENSP00000264033	0	0	0	0	0.042	0.292	0	0.333	0.508
CD81	TNF	9606.ENSP00000263645	9606.ENSP00000398698	0	0	0	0	0.086	0	0	0.506	0.529
CD81	ERV3-1	9606.ENSP00000263645	9606.ENSP00000391594	0	0	0	0	0.053	0	0	0.571	0.576
CD81	CD276	9606.ENSP00000263645	9606.ENSP00000320084	0	0	0	0	0.062	0.045	0	0.576	0.587
CDC14B	SKP2	9606.ENSP00000364389	9606.ENSP00000274255	0	0	0	0	0.064	0.510	0	0.234	0.618
CDC42	MAPK13	9606.ENSP00000497733	9606.ENSP00000211287	0	0	0	0	0.063	0.125	0.900	0.419	0.946
CDC42	CSK	9606.ENSP00000497733	9606.ENSP00000220003	0	0	0	0	0.111	0.110	0	0.438	0.516
CDC42	LIN7B	9606.ENSP00000497733	9606.ENSP00000221459	0	0	0	0	0	0	0	0.417	0.417
CDC42	KRAS	9606.ENSP00000497733	9606.ENSP00000256078	0	0	0	0.757	0.118	0.254	0	0.458	0.613
CDC42	SPAG9	9606.ENSP00000497733	9606.ENSP00000262013	0	0	0	0	0.056	0	0.500	0.211	0.595
CDC42	CBL	9606.ENSP00000497733	9606.ENSP00000264033	0	0	0	0	0.044	0.512	0.500	0.669	0.912
CDC42	BOC	9606.ENSP00000497733	9606.ENSP00000273395	0	0	0	0	0.055	0.071	0.500	0.117	0.560
CDC42	WNT9B	9606.ENSP00000497733	9606.ENSP00000290015	0	0	0	0	0	0.068	0	0.421	0.437
CDC42	CSPG4	9606.ENSP00000497733	9606.ENSP00000312506	0	0	0	0	0.051	0.292	0	0.293	0.484
CDC42	SSH1	9606.ENSP00000497733	9606.ENSP00000315713	0	0	0	0	0.048	0.099	0	0.376	0.419
CDC42	ROCK2	9606.ENSP00000497733	9606.ENSP00000317985	0	0	0	0	0.098	0.110	0	0.581	0.634
CDC42	FMN2	9606.ENSP00000497733	9606.ENSP00000318884	0	0	0	0	0	0.473	0	0.426	0.685
CDC42	RHOG	9606.ENSP00000497733	9606.ENSP00000339467	0	0	0.057	0.965	0.096	0.162	0.500	0.069	0.607
CDC42	SYDE1	9606.ENSP00000497733	9606.ENSP00000341489	0	0	0	0	0	0.208	0.400	0.145	0.558
CDC42	TJP1	9606.ENSP00000497733	9606.ENSP00000348416	0	0	0	0	0.042	0.165	0	0.813	0.837
CDC42	MAP3K21	9606.ENSP00000497733	9606.ENSP00000355583	0	0	0	0	0.074	0.112	0	0.478	0.533
CDC42	NGF	9606.ENSP00000497733	9606.ENSP00000358525	0	0	0	0	0	0	0	0.423	0.423
CDC42	SH2D1A	9606.ENSP00000497733	9606.ENSP00000360181	0	0	0	0	0.085	0.300	0	0.137	0.400
CDC42	ERRFI1	9606.ENSP00000497733	9606.ENSP00000366702	0	0	0	0	0	0.292	0	0.234	0.434
CDC42	MAP3K4	9606.ENSP00000497733	9606.ENSP00000375986	0	0	0	0	0.042	0.603	0	0.895	0.956
CDC42	TNF	9606.ENSP00000497733	9606.ENSP00000398698	0	0	0	0	0.105	0.292	0	0.689	0.785
CDC42	ERBIN	9606.ENSP00000497733	9606.ENSP00000426632	0	0	0	0	0.049	0.215	0.400	0.252	0.620
CDC42	MCF2	9606.ENSP00000497733	9606.ENSP00000430276	0	0	0	0	0	0.454	0.400	0.901	0.964
CECR2	TAF6L	9606.ENSP00000383428	9606.ENSP00000294168	0	0	0	0	0.055	0.557	0	0.206	0.638
CECR2	H0YIS7_HUMAN	9606.ENSP00000383428	9606.ENSP00000450085	0	0	0	0	0	0	0.540	0	0.540
CEMIP2	LRRTM2	9606.ENSP00000366243	9606.ENSP00000274711	0	0	0	0	0	0	0	0.924	0.924
CEMIP2	PKHD1L1	9606.ENSP00000366243	9606.ENSP00000367655	0	0	0	0.565	0	0	0	0.423	0.422
CEP41	OFD1	9606.ENSP00000223208	9606.ENSP00000344314	0	0	0	0	0.090	0	0	0.580	0.602
CFAP298	HYDIN	9606.ENSP00000290155	9606.ENSP00000377197	0	0	0	0	0.044	0	0	0.605	0.607
CFHR1	C5	9606.ENSP00000314299	9606.ENSP00000223642	0	0	0	0	0.055	0.405	0	0.484	0.684
CFHR1	C9	9606.ENSP00000314299	9606.ENSP00000263408	0	0	0	0	0.138	0	0	0.349	0.415
CFHR1	C7	9606.ENSP00000314299	9606.ENSP00000322061	0	0	0	0	0.049	0	0	0.461	0.465
CILP2	MMAB	9606.ENSP00000291495	9606.ENSP00000445920	0	0	0	0	0	0	0	0.478	0.478
CIPC	LY75-CD302	9606.ENSP00000355319	9606.ENSP00000423463	0	0	0.414	0	0	0	0	0	0.414
CLIC2	TRDN	9606.ENSP00000358460	9606.ENSP00000333984	0	0	0	0	0.042	0	0	0.556	0.557
CLIC2	FAM229B	9606.ENSP00000358460	9606.ENSP00000357645	0	0	0	0	0	0	0	0.420	0.420
CLIC2	CMC4	9606.ENSP00000358460	9606.ENSP00000358496	0	0	0	0	0	0	0	0.402	0.402
CMC4	CLIC2	9606.ENSP00000358496	9606.ENSP00000358460	0	0	0	0	0	0	0	0.402	0.402
CNGA3	GUCA1A	9606.ENSP00000272602	9606.ENSP00000053469	0	0	0	0	0.079	0	0	0.544	0.563
COL18A1	TIMP1	9606.ENSP00000352798	9606.ENSP00000218388	0	0	0	0	0.067	0	0	0.529	0.541
COL18A1	TNF	9606.ENSP00000352798	9606.ENSP00000398698	0	0	0	0	0	0	0	0.443	0.443
COL18A1	TEK	9606.ENSP00000352798	9606.ENSP00000369375	0	0	0	0	0.074	0	0	0.507	0.523
COX20	MSS51	9606.ENSP00000355486	9606.ENSP00000299432	0	0	0	0	0	0	0	0.507	0.507
CPSF6	FGF23	9606.ENSP00000266679	9606.ENSP00000237837	0	0	0	0	0	0.043	0.400	0	0.401
CPSF6	ILF3	9606.ENSP00000266679	9606.ENSP00000404121	0	0	0	0	0.641	0.099	0	0.129	0.694
CRHR2	IL22RA1	9606.ENSP00000340943	9606.ENSP00000270800	0	0	0	0	0.044	0	0	0.470	0.471
CRTC3	FOXO1	9606.ENSP00000268184	9606.ENSP00000368880	0	0	0	0	0.068	0	0	0.458	0.474
CSE1L	CASZ1	9606.ENSP00000262982	9606.ENSP00000366221	0	0	0	0	0	0	0	0.522	0.522
CSK	OSBPL11	9606.ENSP00000220003	9606.ENSP00000296220	0	0	0	0	0.049	0.046	0.400	0	0.408
CSK	CD2AP	9606.ENSP00000220003	9606.ENSP00000352264	0	0	0	0	0.049	0.045	0	0.432	0.439
CSK	ROCK2	9606.ENSP00000220003	9606.ENSP00000317985	0	0	0	0.562	0.055	0	0.400	0.092	0.440
CSK	TJP1	9606.ENSP00000220003	9606.ENSP00000348416	0	0	0	0	0.042	0.165	0	0.364	0.447
CSK	RHOG	9606.ENSP00000220003	9606.ENSP00000339467	0	0	0	0	0.398	0.110	0	0.105	0.478
CSK	SH2D1A	9606.ENSP00000220003	9606.ENSP00000360181	0	0	0	0	0.139	0.058	0	0.421	0.489
CSK	CDC42	9606.ENSP00000220003	9606.ENSP00000497733	0	0	0	0	0.111	0.110	0	0.438	0.516
CSK	AXIN1	9606.ENSP00000220003	9606.ENSP00000262320	0	0	0	0	0.131	0.127	0	0.469	0.562
CSK	PDCD1	9606.ENSP00000220003	9606.ENSP00000335062	0	0	0	0	0.073	0	0.500	0.160	0.576
CSK	KRAS	9606.ENSP00000220003	9606.ENSP00000256078	0	0	0	0	0.079	0.110	0.500	0.172	0.616
CSK	CD3D	9606.ENSP00000220003	9606.ENSP00000300692	0	0	0	0	0.125	0.108	0.500	0.182	0.638
CSK	CBL	9606.ENSP00000220003	9606.ENSP00000264033	0	0	0	0	0.056	0.644	0	0.561	0.839
CSPG4	LGALS3	9606.ENSP00000312506	9606.ENSP00000254301	0	0	0	0	0.064	0.245	0	0.867	0.897
CSPG4	CDC42	9606.ENSP00000312506	9606.ENSP00000497733	0	0	0	0	0.051	0.292	0	0.293	0.484
CSPG4	AIF1	9606.ENSP00000312506	9606.ENSP00000365227	0	0	0	0	0	0	0	0.542	0.542
CTC1	RPA3	9606.ENSP00000498499	9606.ENSP00000223129	0	0	0	0	0	0	0	0.507	0.507
CTC1	SBDS	9606.ENSP00000498499	9606.ENSP00000246868	0	0	0	0	0	0	0	0.414	0.414
CTC1	TMEM260	9606.ENSP00000498499	9606.ENSP00000261556	0	0	0	0	0.067	0	0	0.452	0.467
CTC1	PAXX	9606.ENSP00000498499	9606.ENSP00000360682	0	0	0	0	0	0	0	0.423	0.423
CTCFL	TBX21	9606.ENSP00000415579	9606.ENSP00000177694	0	0	0	0	0	0.057	0	0.445	0.454
CTCFL	DNMT3A	9606.ENSP00000415579	9606.ENSP00000264709	0	0	0	0	0	0.066	0	0.406	0.421
CTCFL	SIX5	9606.ENSP00000415579	9606.ENSP00000316842	0	0	0	0	0.051	0.048	0	0.608	0.615
CTTNBP2NL	SLMAP	9606.ENSP00000271277	9606.ENSP00000499241	0	0	0	0	0.044	0	0	0.718	0.718
DBX1	ASCL1	9606.ENSP00000436881	9606.ENSP00000266744	0	0	0	0	0.068	0.046	0	0.490	0.507
DBX1	SHH	9606.ENSP00000436881	9606.ENSP00000297261	0	0	0	0	0.044	0	0	0.592	0.593
DCDC2C	KIAA0319	9606.ENSP00000382097	9606.ENSP00000367459	0	0	0	0	0	0.058	0	0.549	0.557
DCTN2	SQSTM1	9606.ENSP00000408910	9606.ENSP00000374455	0	0	0	0	0.119	0	0	0.430	0.476
DDX49	NR2C2AP	9606.ENSP00000247003	9606.ENSP00000402756	0	0	0	0	0.085	0.071	0	0.495	0.533
DGCR8	ILF3	9606.ENSP00000263209	9606.ENSP00000404121	0	0	0	0	0.067	0.422	0	0.367	0.628
DGCR8	LIN28B	9606.ENSP00000263209	9606.ENSP00000344401	0	0	0	0	0	0	0	0.639	0.639
DISP1	BOC	9606.ENSP00000284476	9606.ENSP00000273395	0	0	0	0	0.098	0	0	0.442	0.476
DISP1	SHH	9606.ENSP00000284476	9606.ENSP00000297261	0	0	0	0	0.057	0.976	0	0.860	0.996
DNAH12	FAM216B	9606.ENSP00000312554	9606.ENSP00000445786	0	0	0	0	0.265	0	0	0.269	0.440
DNMT3A	HDAC7	9606.ENSP00000264709	9606.ENSP00000080059	0	0	0	0	0.088	0.052	0	0.395	0.431
DNMT3A	KRAS	9606.ENSP00000264709	9606.ENSP00000256078	0	0	0	0	0.049	0.071	0	0.650	0.664
DNMT3A	LXN	9606.ENSP00000264709	9606.ENSP00000264265	0	0	0	0	0.047	0	0	0.410	0.413
DNMT3A	CTCFL	9606.ENSP00000264709	9606.ENSP00000415579	0	0	0	0	0	0.066	0	0.406	0.421
DNMT3A	JAK3	9606.ENSP00000264709	9606.ENSP00000432511	0	0	0	0	0.056	0.058	0	0.420	0.439
DNMT3A	AURKC	9606.ENSP00000264709	9606.ENSP00000302898	0	0	0	0	0.083	0.294	0	0.266	0.483
DNMT3A	CD276	9606.ENSP00000264709	9606.ENSP00000320084	0	0	0	0	0.065	0	0	0.470	0.483
DNMT3A	SFN	9606.ENSP00000264709	9606.ENSP00000340989	0	0	0	0	0.045	0.116	0	0.504	0.545
DNMT3A	RASSF1	9606.ENSP00000264709	9606.ENSP00000349547	0	0	0	0	0	0	0	0.581	0.581
DNMT3A	ZFP57	9606.ENSP00000264709	9606.ENSP00000418259	0	0	0	0	0	0.311	0	0.493	0.636
DPP4	TIMP1	9606.ENSP00000353731	9606.ENSP00000218388	0	0	0	0	0.057	0	0	0.598	0.605
DPP4	GCK	9606.ENSP00000353731	9606.ENSP00000223366	0	0	0	0	0	0	0	0.431	0.431
DPP4	LGALS3	9606.ENSP00000353731	9606.ENSP00000254301	0	0	0	0	0.058	0	0	0.569	0.576
DPP4	SLC40A1	9606.ENSP00000353731	9606.ENSP00000261024	0	0	0	0	0.067	0	0	0.421	0.437
DPP4	CD81	9606.ENSP00000353731	9606.ENSP00000263645	0	0	0	0	0	0	0	0.476	0.476
DPP4	TJP1	9606.ENSP00000353731	9606.ENSP00000348416	0	0	0	0	0	0	0	0.512	0.512
DPP4	NPPB	9606.ENSP00000353731	9606.ENSP00000365651	0	0	0	0	0	0	0	0.402	0.402
DPP4	ACKR2	9606.ENSP00000353731	9606.ENSP00000416996	0	0	0	0	0	0	0	0.543	0.543
DPP4	TNF	9606.ENSP00000353731	9606.ENSP00000398698	0	0	0	0	0	0	0	0.589	0.589
DPP4	ERV3-1	9606.ENSP00000353731	9606.ENSP00000391594	0	0	0	0	0	0	0	0.689	0.689
DPY19L2	SEPTIN12	9606.ENSP00000315988	9606.ENSP00000268231	0	0	0	0	0	0	0	0.491	0.491
DPY19L2	AURKC	9606.ENSP00000315988	9606.ENSP00000302898	0	0	0	0	0	0	0	0.682	0.682
DPY19L2	SPATA6L	9606.ENSP00000315988	9606.ENSP00000417063	0	0	0	0	0	0	0	0.403	0.403
DPY19L2	SPAG4	9606.ENSP00000315988	9606.ENSP00000363391	0	0	0	0	0	0	0	0.413	0.413
DPY19L2	AGFG1	9606.ENSP00000315988	9606.ENSP00000387282	0	0	0	0	0	0	0	0.587	0.587
ECPAS	RAD23B	9606.ENSP00000259335	9606.ENSP00000350708	0	0	0	0	0.067	0.504	0	0.479	0.738
EDA	SOSTDC1	9606.ENSP00000363680	9606.ENSP00000304930	0	0	0	0	0.042	0	0	0.591	0.591
EDA	TNF	9606.ENSP00000363680	9606.ENSP00000398698	0	0	0	0	0	0	0	0.698	0.698
EEF1A1	SYPL1	9606.ENSP00000339063	9606.ENSP00000011473	0	0	0	0	0.058	0	0	0.405	0.415
EEF1A1	RAD23B	9606.ENSP00000339063	9606.ENSP00000350708	0	0	0	0	0.082	0.339	0	0.131	0.427
EEF1A1	PRKN	9606.ENSP00000339063	9606.ENSP00000355865	0	0	0	0	0	0.360	0	0.141	0.427
EEF1A1	SFN	9606.ENSP00000339063	9606.ENSP00000340989	0	0	0	0	0.140	0.279	0	0.202	0.462
EEF1A1	ILF3	9606.ENSP00000339063	9606.ENSP00000404121	0	0	0	0	0.153	0.292	0	0.266	0.521
EGR1	HDAC7	9606.ENSP00000239938	9606.ENSP00000080059	0	0	0	0	0	0.091	0.500	0.145	0.577
EGR1	FGF23	9606.ENSP00000239938	9606.ENSP00000237837	0	0	0	0	0	0.045	0	0.427	0.430
EGR1	KRAS	9606.ENSP00000239938	9606.ENSP00000256078	0	0	0	0	0	0.091	0	0.373	0.405
EGR1	PAX7	9606.ENSP00000239938	9606.ENSP00000364524	0	0	0	0	0	0.069	0	0.439	0.456
EGR1	HLTF	9606.ENSP00000239938	9606.ENSP00000308944	0	0	0	0	0.055	0.102	0	0.438	0.481
EGR1	ERRFI1	9606.ENSP00000239938	9606.ENSP00000366702	0	0	0	0	0.124	0	0	0.443	0.491
EGR1	ATF1	9606.ENSP00000239938	9606.ENSP00000262053	0	0	0	0	0.087	0.047	0.500	0.164	0.587
EGR1	TNF	9606.ENSP00000239938	9606.ENSP00000398698	0	0	0	0	0.127	0.058	0	0.577	0.621
EGR1	ASCL1	9606.ENSP00000239938	9606.ENSP00000266744	0	0	0	0	0.059	0.091	0.500	0.228	0.626
EGR1	FOXO1	9606.ENSP00000239938	9606.ENSP00000368880	0	0	0	0	0	0.096	0	0.627	0.648
EGR1	NGF	9606.ENSP00000239938	9606.ENSP00000358525	0	0	0	0	0	0	0	0.727	0.727
EGR1	FOSL1	9606.ENSP00000239938	9606.ENSP00000310170	0	0	0	0	0.067	0.066	0.500	0.721	0.862
EGR1	EGR2	9606.ENSP00000239938	9606.ENSP00000242480	0	0	0	0.837	0.804	0.049	0.800	0.538	0.980
EGR2	TBX21	9606.ENSP00000242480	9606.ENSP00000177694	0	0	0	0	0.131	0.057	0	0.435	0.497
EGR2	EGR1	9606.ENSP00000242480	9606.ENSP00000239938	0	0	0	0.837	0.804	0.049	0.800	0.538	0.980
EGR2	NGF	9606.ENSP00000242480	9606.ENSP00000358525	0	0	0	0	0	0	0	0.409	0.409
EGR2	PAGR1	9606.ENSP00000242480	9606.ENSP00000326519	0	0	0	0	0	0	0.500	0	0.499
EGR2	TNF	9606.ENSP00000242480	9606.ENSP00000398698	0	0	0	0	0.262	0.058	0	0.396	0.543
EGR2	FOSL1	9606.ENSP00000242480	9606.ENSP00000310170	0	0	0	0	0.067	0.066	0.500	0.403	0.705
ELF4	KLF1	9606.ENSP00000311280	9606.ENSP00000264834	0	0	0	0	0	0.068	0	0.395	0.412
ELF4	JAML	9606.ENSP00000311280	9606.ENSP00000348635	0	0	0.409	0	0.042	0	0	0.046	0.412
EPOR	HBB	9606.ENSP00000222139	9606.ENSP00000494175	0	0	0	0	0.063	0	0	0.463	0.476
EPOR	KRAS	9606.ENSP00000222139	9606.ENSP00000256078	0	0	0	0	0	0	0.500	0.193	0.579
EPOR	CBL	9606.ENSP00000222139	9606.ENSP00000264033	0	0	0	0	0.055	0.292	0	0.509	0.642
EPOR	GH1	9606.ENSP00000222139	9606.ENSP00000312673	0	0	0	0	0	0	0.650	0.085	0.666
EPOR	KLF1	9606.ENSP00000222139	9606.ENSP00000264834	0	0	0	0	0.140	0	0	0.739	0.766
EPOR	JAK3	9606.ENSP00000222139	9606.ENSP00000432511	0	0	0	0	0.044	0.091	0.800	0.661	0.933
ERBIN	KRAS	9606.ENSP00000426632	9606.ENSP00000256078	0	0	0	0	0.056	0.414	0	0.517	0.709
ERBIN	CBL	9606.ENSP00000426632	9606.ENSP00000264033	0	0	0	0	0.049	0.292	0	0.244	0.446
ERBIN	ROCK2	9606.ENSP00000426632	9606.ENSP00000317985	0	0	0	0	0.283	0.100	0.400	0	0.579
ERBIN	RHOG	9606.ENSP00000426632	9606.ENSP00000339467	0	0	0	0	0.053	0.178	0.500	0.052	0.582
ERBIN	CDC42	9606.ENSP00000426632	9606.ENSP00000497733	0	0	0	0	0.049	0.215	0.400	0.252	0.620
ERRFI1	EGR1	9606.ENSP00000366702	9606.ENSP00000239938	0	0	0	0	0.124	0	0	0.443	0.491
ERRFI1	CDC42	9606.ENSP00000366702	9606.ENSP00000497733	0	0	0	0	0	0.292	0	0.234	0.434
ERV3-1	TIMP1	9606.ENSP00000391594	9606.ENSP00000218388	0	0	0	0	0.053	0	0	0.669	0.673
ERV3-1	SPAG9	9606.ENSP00000391594	9606.ENSP00000262013	0	0	0	0	0.054	0	0	0.436	0.443
ERV3-1	CD81	9606.ENSP00000391594	9606.ENSP00000263645	0	0	0	0	0.053	0	0	0.571	0.576
ERV3-1	DPP4	9606.ENSP00000391594	9606.ENSP00000353731	0	0	0	0	0	0	0	0.689	0.689
ERV3-1	TNF	9606.ENSP00000391594	9606.ENSP00000398698	0	0	0	0	0.058	0	0	0.583	0.590
EVC2	ADTRP	9606.ENSP00000342144	9606.ENSP00000229583	0	0	0	0	0	0	0	0.492	0.491
EVC2	TBX10	9606.ENSP00000342144	9606.ENSP00000335191	0	0	0	0	0	0	0	0.469	0.469
EVI2B	C16orf54	9606.ENSP00000333779	9606.ENSP00000327506	0	0	0	0	0.335	0	0	0.201	0.445
EVI2B	TEFM	9606.ENSP00000333779	9606.ENSP00000462963	0	0	0	0	0	0	0	0.579	0.579
F2R	MAPK13	9606.ENSP00000321326	9606.ENSP00000211287	0	0	0	0	0.055	0.052	0	0.384	0.400
F2R	GP9	9606.ENSP00000321326	9606.ENSP00000303942	0	0	0	0	0.045	0.091	0	0.480	0.509
F2R	CD40LG	9606.ENSP00000321326	9606.ENSP00000359663	0	0	0	0	0	0	0	0.417	0.416
F2R	TNF	9606.ENSP00000321326	9606.ENSP00000398698	0	0	0	0	0	0.065	0	0.418	0.432
