#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
ABHD12B	ABHD18	9606.ENSP00000336693	9606.ENSP00000496010	0	0	0	0	0	0	0	0.465	0.465
CD46	CLU	9606.ENSP00000313875	9606.ENSP00000315130	0	0	0	0	0.042	0	0	0.512	0.512
CD46	CD86	9606.ENSP00000313875	9606.ENSP00000332049	0	0	0	0	0.083	0	0	0.685	0.699
CD46	CD9	9606.ENSP00000313875	9606.ENSP00000371958	0	0	0	0	0.117	0.292	0	0.624	0.744
CD69	CD22	9606.ENSP00000228434	9606.ENSP00000085219	0	0	0	0	0.074	0	0	0.716	0.726
CD69	TBX21	9606.ENSP00000228434	9606.ENSP00000177694	0	0	0	0	0.163	0.045	0	0.721	0.757
CD69	LAG3	9606.ENSP00000228434	9606.ENSP00000203629	0	0	0	0	0.122	0.091	0	0.670	0.713
CD69	CD79A	9606.ENSP00000228434	9606.ENSP00000221972	0	0	0	0	0.151	0	0	0.325	0.402
CD69	IL10RA	9606.ENSP00000228434	9606.ENSP00000227752	0	0	0	0	0.271	0	0	0.322	0.484
CD69	TYROBP	9606.ENSP00000228434	9606.ENSP00000262629	0	0	0	0	0.148	0.073	0	0.323	0.419
CD69	TMEM190	9606.ENSP00000228434	9606.ENSP00000291934	0	0	0	0	0	0.421	0	0	0.420
CD69	IL1RN	9606.ENSP00000228434	9606.ENSP00000259206	0	0	0	0	0.100	0	0	0.383	0.421
CD69	TNFSF9	9606.ENSP00000228434	9606.ENSP00000245817	0	0	0	0	0.056	0	0	0.418	0.427
CD69	IFNAR1	9606.ENSP00000228434	9606.ENSP00000270139	0	0	0	0	0.059	0	0	0.425	0.435
CD69	CD9	9606.ENSP00000228434	9606.ENSP00000371958	0	0	0	0	0.067	0	0	0.432	0.447
CD69	SLA2	9606.ENSP00000228434	9606.ENSP00000262866	0	0	0	0	0.062	0.045	0	0.446	0.460
CD69	CSF1R	9606.ENSP00000228434	9606.ENSP00000286301	0	0	0	0	0.076	0.045	0	0.446	0.469
CD69	RAET1E	9606.ENSP00000228434	9606.ENSP00000349709	0	0	0	0	0	0.103	0	0.456	0.492
CD69	CCL19	9606.ENSP00000228434	9606.ENSP00000308815	0	0	0	0	0.158	0	0	0.487	0.549
CD69	ZNF683	9606.ENSP00000228434	9606.ENSP00000388792	0	0	0	0	0	0	0	0.577	0.577
CD69	PRDM1	9606.ENSP00000228434	9606.ENSP00000358092	0	0	0	0	0.146	0	0	0.571	0.617
CD69	NAALADL1	9606.ENSP00000228434	9606.ENSP00000351484	0	0	0	0	0.083	0	0	0.609	0.626
CD69	CCL4	9606.ENSP00000228434	9606.ENSP00000482259	0	0	0	0	0.277	0	0	0.587	0.689
CD69	IL4	9606.ENSP00000228434	9606.ENSP00000231449	0	0	0	0	0.058	0	0	0.753	0.757
CD69	BTLA	9606.ENSP00000228434	9606.ENSP00000333919	0	0	0	0	0.200	0	0	0.711	0.759
CD69	CCRL2	9606.ENSP00000228434	9606.ENSP00000349967	0	0	0	0	0.150	0	0	0.749	0.777
CD69	HLA-E	9606.ENSP00000228434	9606.ENSP00000365817	0	0	0	0	0.102	0.052	0	0.783	0.799
CD69	CD86	9606.ENSP00000228434	9606.ENSP00000332049	0	0	0	0	0.195	0	0	0.808	0.839
CD79A	CD22	9606.ENSP00000221972	9606.ENSP00000085219	0	0	0	0	0.528	0	0.500	0.944	0.985
CD79A	LAG3	9606.ENSP00000221972	9606.ENSP00000203629	0	0	0	0	0.084	0.179	0	0.321	0.445
CD79A	CD69	9606.ENSP00000221972	9606.ENSP00000228434	0	0	0	0	0.151	0	0	0.325	0.402
CD79A	CSF1R	9606.ENSP00000221972	9606.ENSP00000286301	0	0	0	0	0.125	0	0	0.349	0.406
CD79A	ABL1	9606.ENSP00000221972	9606.ENSP00000361423	0	0	0	0	0	0	0	0.431	0.431
CD79A	CD86	9606.ENSP00000221972	9606.ENSP00000332049	0	0	0	0	0.149	0	0	0.399	0.466
CD79A	CCL19	9606.ENSP00000221972	9606.ENSP00000308815	0	0	0	0	0.163	0	0	0.535	0.594
CD79A	PRDM1	9606.ENSP00000221972	9606.ENSP00000358092	0	0	0	0	0.067	0	0	0.619	0.629
CD79A	BTLA	9606.ENSP00000221972	9606.ENSP00000333919	0	0	0	0	0.335	0	0	0.531	0.675
CD79A	MZB1	9606.ENSP00000221972	9606.ENSP00000303920	0	0	0	0	0.536	0	0	0.618	0.815
CD79A	IGLL1	9606.ENSP00000221972	9606.ENSP00000329312	0	0	0	0	0.137	0.179	0.540	0.992	0.997
CD84	CD86	9606.ENSP00000312367	9606.ENSP00000332049	0	0	0.246	0	0.215	0	0	0.348	0.580
CD84	SH2D1B	9606.ENSP00000312367	9606.ENSP00000356906	0	0	0	0	0.134	0.628	0	0.936	0.977
CD86	CD22	9606.ENSP00000332049	9606.ENSP00000085219	0	0	0	0	0.126	0	0	0.620	0.653
CD86	TBX21	9606.ENSP00000332049	9606.ENSP00000177694	0	0	0	0	0.163	0	0	0.632	0.678
CD86	LAG3	9606.ENSP00000332049	9606.ENSP00000203629	0	0	0	0	0.067	0	0	0.979	0.979
CD86	CD79A	9606.ENSP00000332049	9606.ENSP00000221972	0	0	0	0	0.149	0	0	0.399	0.466
CD86	IL10RA	9606.ENSP00000332049	9606.ENSP00000227752	0	0	0	0	0.432	0	0	0.477	0.690
CD86	CD69	9606.ENSP00000332049	9606.ENSP00000228434	0	0	0	0	0.195	0	0	0.808	0.839
CD86	IL4	9606.ENSP00000332049	9606.ENSP00000231449	0	0	0	0	0	0	0	0.917	0.917
CD86	FLT3	9606.ENSP00000332049	9606.ENSP00000241453	0	0	0	0	0.117	0	0	0.625	0.654
CD86	TNFSF9	9606.ENSP00000332049	9606.ENSP00000245817	0	0	0	0	0.045	0	0	0.781	0.781
CD86	NECTIN2	9606.ENSP00000332049	9606.ENSP00000252483	0	0	0	0	0	0	0	0.418	0.418
CD86	IL1RN	9606.ENSP00000332049	9606.ENSP00000259206	0	0	0	0	0.180	0	0	0.325	0.422
CD86	MTUS1	9606.ENSP00000332049	9606.ENSP00000262102	0	0	0	0	0	0	0	0.514	0.514
CD86	TYROBP	9606.ENSP00000332049	9606.ENSP00000262629	0	0	0	0	0.472	0	0	0.372	0.654
CD86	NRP1	9606.ENSP00000332049	9606.ENSP00000265371	0	0	0	0	0.042	0	0	0.505	0.505
CD86	KLRG1	9606.ENSP00000332049	9606.ENSP00000266551	0	0	0	0	0.111	0	0	0.434	0.476
CD86	IFNAR1	9606.ENSP00000332049	9606.ENSP00000270139	0	0	0	0	0.080	0	0	0.483	0.504
CD86	CSF1R	9606.ENSP00000332049	9606.ENSP00000286301	0	0	0	0	0.321	0	0	0.626	0.735
CD86	LILRA4	9606.ENSP00000332049	9606.ENSP00000291759	0	0	0	0	0.171	0	0	0.370	0.456
CD86	AXL	9606.ENSP00000332049	9606.ENSP00000301178	0	0	0	0	0.092	0	0	0.401	0.434
CD86	CLEC7A	9606.ENSP00000332049	9606.ENSP00000302569	0	0	0	0	0.242	0	0	0.553	0.647
CD86	CCL19	9606.ENSP00000332049	9606.ENSP00000308815	0	0	0	0	0.161	0	0	0.608	0.657
CD86	CD200R1	9606.ENSP00000332049	9606.ENSP00000311035	0	0	0	0	0.135	0	0	0.555	0.599
CD86	CD84	9606.ENSP00000332049	9606.ENSP00000312367	0	0	0.246	0	0.215	0	0	0.348	0.580
CD86	CD46	9606.ENSP00000332049	9606.ENSP00000313875	0	0	0	0	0.083	0	0	0.685	0.699
CD86	CD300C	9606.ENSP00000332049	9606.ENSP00000329507	0	0	0	0	0.301	0	0	0.353	0.529
CD86	IL1R2	9606.ENSP00000332049	9606.ENSP00000330959	0	0	0	0	0.120	0	0.400	0.231	0.559
CD86	HIF1A	9606.ENSP00000332049	9606.ENSP00000437955	0	0	0	0	0.042	0	0	0.432	0.432
CD86	HLA-E	9606.ENSP00000332049	9606.ENSP00000365817	0	0	0	0	0.135	0	0	0.419	0.476
CD86	PRDM1	9606.ENSP00000332049	9606.ENSP00000358092	0	0	0	0	0.141	0	0	0.444	0.502
CD86	MPPE1	9606.ENSP00000332049	9606.ENSP00000465894	0	0	0	0	0	0	0	0.581	0.581
CD86	CCRL2	9606.ENSP00000332049	9606.ENSP00000349967	0	0	0	0	0.165	0	0	0.575	0.630
CD86	CD9	9606.ENSP00000332049	9606.ENSP00000371958	0	0	0	0	0.086	0	0	0.650	0.666
CD86	CCL4	9606.ENSP00000332049	9606.ENSP00000482259	0	0	0	0	0.334	0	0	0.607	0.727
CD86	BTLA	9606.ENSP00000332049	9606.ENSP00000333919	0	0	0	0	0.178	0	0	0.734	0.772
CD9	CD22	9606.ENSP00000371958	9606.ENSP00000085219	0	0	0	0	0	0.126	0	0.620	0.653
CD9	FGF20	9606.ENSP00000371958	9606.ENSP00000180166	0	0	0	0	0.069	0	0	0.422	0.439
CD9	ITGB4	9606.ENSP00000371958	9606.ENSP00000200181	0	0	0	0	0.084	0	0	0.580	0.599
CD9	CD69	9606.ENSP00000371958	9606.ENSP00000228434	0	0	0	0	0.067	0	0	0.432	0.447
CD9	IL4	9606.ENSP00000371958	9606.ENSP00000231449	0	0	0	0	0	0	0	0.411	0.410
CD9	MMP13	9606.ENSP00000371958	9606.ENSP00000260302	0	0	0	0	0.067	0	0	0.476	0.490
CD9	ITGA2B	9606.ENSP00000371958	9606.ENSP00000262407	0	0	0	0	0.110	0.046	0.400	0.678	0.814
CD9	KLRG1	9606.ENSP00000371958	9606.ENSP00000266551	0	0	0	0	0.091	0	0	0.488	0.515
CD9	TMX3	9606.ENSP00000371958	9606.ENSP00000299608	0	0	0	0	0.042	0	0.400	0.051	0.406
CD9	GP9	9606.ENSP00000371958	9606.ENSP00000303942	0	0	0	0	0.048	0	0	0.562	0.566
CD9	CD46	9606.ENSP00000371958	9606.ENSP00000313875	0	0	0	0	0.117	0.292	0	0.624	0.744
CD9	IGLL1	9606.ENSP00000371958	9606.ENSP00000329312	0	0	0	0	0	0.467	0	0.053	0.474
CD9	CADM1	9606.ENSP00000371958	9606.ENSP00000329797	0	0	0	0	0	0.113	0	0.396	0.441
CD9	CD86	9606.ENSP00000371958	9606.ENSP00000332049	0	0	0	0	0.086	0	0	0.650	0.666
CD9	BSG	9606.ENSP00000371958	9606.ENSP00000333769	0	0	0	0	0.060	0.113	0	0.496	0.543
CD9	HLA-E	9606.ENSP00000371958	9606.ENSP00000365817	0	0	0	0	0.088	0	0	0.375	0.405
CD9	TRDV1	9606.ENSP00000371958	9606.ENSP00000484940	0	0	0	0	0	0.407	0	0.056	0.416
CDC20	RAD51AP1	9606.ENSP00000361540	9606.ENSP00000228843	0	0	0	0	0.484	0	0	0.511	0.737
CDC20	CDKN1B	9606.ENSP00000361540	9606.ENSP00000228872	0	0	0	0	0	0	0	0.426	0.426
CDC20	EGLN3	9606.ENSP00000361540	9606.ENSP00000250457	0	0	0	0	0.058	0.292	0	0.177	0.404
CDC20	CHTF18	9606.ENSP00000361540	9606.ENSP00000262315	0	0	0	0	0.289	0.047	0	0.196	0.408
CDC20	FANCD2	9606.ENSP00000361540	9606.ENSP00000287647	0	0	0	0	0.291	0	0	0.212	0.417
CDC20	CENPS	9606.ENSP00000361540	9606.ENSP00000308583	0	0	0	0	0.105	0.043	0.500	0.372	0.695
CDC20	MXI1	9606.ENSP00000361540	9606.ENSP00000331152	0	0	0	0	0	0.994	0	0.116	0.994
CDC20	PSRC1	9606.ENSP00000361540	9606.ENSP00000358925	0	0	0	0	0.294	0	0	0.257	0.453
CDH23	RPGRIP1L	9606.ENSP00000224721	9606.ENSP00000493946	0	0	0	0	0	0.047	0	0.422	0.426
CDH23	EYS	9606.ENSP00000224721	9606.ENSP00000359655	0	0	0	0	0	0.089	0	0.459	0.486
CDH23	GIPC3	9606.ENSP00000224721	9606.ENSP00000493901	0	0	0	0	0.125	0	0	0.519	0.562
CDH23	CDH26	9606.ENSP00000224721	9606.ENSP00000339390	0	0	0	0.574	0	0	0.540	0.129	0.582
CDH23	LHFPL5	9606.ENSP00000224721	9606.ENSP00000498322	0	0	0	0	0.067	0.190	0	0.728	0.776
CDH26	CDH23	9606.ENSP00000339390	9606.ENSP00000224721	0	0	0	0.574	0	0	0.540	0.129	0.582
CDKN1B	CDC20	9606.ENSP00000228872	9606.ENSP00000361540	0	0	0	0	0	0	0	0.426	0.426
CDKN1B	STK11	9606.ENSP00000228872	9606.ENSP00000324856	0	0	0	0	0.067	0.053	0	0.439	0.461
CDKN1B	HIF1A	9606.ENSP00000228872	9606.ENSP00000437955	0	0	0	0	0.108	0	0	0.474	0.511
CDKN1B	PARP1	9606.ENSP00000228872	9606.ENSP00000355759	0	0	0	0	0.042	0	0	0.518	0.518
CDKN1B	ETV6	9606.ENSP00000228872	9606.ENSP00000379658	0	0	0	0	0.048	0	0	0.564	0.567
CDKN1B	ABL1	9606.ENSP00000228872	9606.ENSP00000361423	0	0	0	0	0.086	0.296	0.400	0.420	0.746
CDKN1B	FLT3	9606.ENSP00000228872	9606.ENSP00000241453	0	0	0	0	0.054	0	0.750	0.313	0.823
CDKN1B	CRBN	9606.ENSP00000228872	9606.ENSP00000231948	0	0	0	0	0.110	0	0.900	0.125	0.915
CDY1B	BPY2C	9606.ENSP00000303178	9606.ENSP00000371724	0	0	0	0	0	0	0	0.810	0.810
CEACAM6	UNC80	9606.ENSP00000199764	9606.ENSP00000391088	0	0	0	0	0	0.099	0	0.377	0.415
CENPS	MTUS1	9606.ENSP00000308583	9606.ENSP00000262102	0	0	0	0	0	0	0	0.543	0.543
CENPS	FANCD2	9606.ENSP00000308583	9606.ENSP00000287647	0	0	0	0	0	0	0.900	0.618	0.960
CENPS	PARP1	9606.ENSP00000308583	9606.ENSP00000355759	0	0	0	0	0.060	0	0	0.445	0.456
CENPS	CDC20	9606.ENSP00000308583	9606.ENSP00000361540	0	0	0	0	0.105	0.043	0.500	0.372	0.695
CENPS	RMI1	9606.ENSP00000308583	9606.ENSP00000317039	0	0	0	0	0	0.994	0	0.365	0.996
CFAP70	DNAH12	9606.ENSP00000310829	9606.ENSP00000312554	0	0	0	0	0.221	0.077	0.540	0.254	0.720
CHTF18	CDC20	9606.ENSP00000262315	9606.ENSP00000361540	0	0	0	0	0.289	0.047	0	0.196	0.408
CHTF18	FANCD2	9606.ENSP00000262315	9606.ENSP00000287647	0	0	0	0	0.374	0	0	0.211	0.485
CHTF18	RAD52	9606.ENSP00000262315	9606.ENSP00000351284	0	0	0	0	0.050	0.300	0	0.665	0.757
CLCF1	OSM	9606.ENSP00000309338	9606.ENSP00000215781	0	0	0	0	0.059	0	0	0.594	0.602
CLCF1	OSMR	9606.ENSP00000309338	9606.ENSP00000274276	0	0	0	0	0.067	0	0	0.483	0.497
CLCF1	IL6ST	9606.ENSP00000309338	9606.ENSP00000370698	0	0	0	0	0	0	0.900	0.611	0.959
CLCF1	CRLF1	9606.ENSP00000309338	9606.ENSP00000376188	0	0	0	0	0.058	0.609	0.900	0.997	0.999
CLCN3	LRRC8C	9606.ENSP00000261514	9606.ENSP00000359483	0	0	0	0	0	0	0	0.528	0.528
CLCNKB	MAZ	9606.ENSP00000364831	9606.ENSP00000219782	0	0	0	0	0.047	0	0	0.594	0.596
CLCNKB	WNK4	9606.ENSP00000364831	9606.ENSP00000246914	0	0	0	0	0.056	0	0	0.587	0.594
CLEC7A	IL10RA	9606.ENSP00000302569	9606.ENSP00000227752	0	0	0	0	0.186	0	0	0.301	0.406
CLEC7A	IL4	9606.ENSP00000302569	9606.ENSP00000231449	0	0	0	0	0.044	0	0	0.597	0.599
CLEC7A	IL1RN	9606.ENSP00000302569	9606.ENSP00000259206	0	0	0	0	0.181	0	0	0.319	0.419
CLEC7A	TYROBP	9606.ENSP00000302569	9606.ENSP00000262629	0	0	0	0	0.259	0.073	0	0.603	0.704
CLEC7A	CSF1R	9606.ENSP00000302569	9606.ENSP00000286301	0	0	0	0	0.172	0.045	0	0.448	0.525
CLEC7A	AXL	9606.ENSP00000302569	9606.ENSP00000301178	0	0	0	0	0	0.045	0	0.400	0.402
CLEC7A	CCRL2	9606.ENSP00000302569	9606.ENSP00000349967	0	0	0	0	0.144	0	0	0.354	0.423
CLEC7A	CCL4	9606.ENSP00000302569	9606.ENSP00000482259	0	0	0	0	0.124	0	0	0.398	0.450
CLEC7A	IL1R2	9606.ENSP00000302569	9606.ENSP00000330959	0	0	0	0	0.098	0.091	0	0.482	0.538
CLEC7A	CD86	9606.ENSP00000302569	9606.ENSP00000332049	0	0	0	0	0.242	0	0	0.553	0.647
CLU	TIMP1	9606.ENSP00000315130	9606.ENSP00000218388	0	0	0	0	0.085	0	0	0.417	0.444
CLU	AFM	9606.ENSP00000315130	9606.ENSP00000226355	0	0	0	0	0	0	0	0.433	0.433
CLU	IL4	9606.ENSP00000315130	9606.ENSP00000231449	0	0	0	0	0	0	0	0.533	0.533
CLU	APOB	9606.ENSP00000315130	9606.ENSP00000233242	0	0	0	0	0.042	0	0.720	0.540	0.865
CLU	NECTIN2	9606.ENSP00000315130	9606.ENSP00000252483	0	0	0	0	0.043	0	0	0.530	0.530
CLU	TYROBP	9606.ENSP00000315130	9606.ENSP00000262629	0	0	0	0	0.101	0	0	0.396	0.434
CLU	EPHA1	9606.ENSP00000315130	9606.ENSP00000275815	0	0	0	0	0	0	0	0.685	0.685
CLU	BAX	9606.ENSP00000315130	9606.ENSP00000293288	0	0	0	0	0.042	0.785	0	0.491	0.886
CLU	MS4A8	9606.ENSP00000315130	9606.ENSP00000300226	0	0	0	0	0.057	0	0	0.569	0.576
CLU	CD46	9606.ENSP00000315130	9606.ENSP00000313875	0	0	0	0	0.042	0	0	0.512	0.512
CLU	MMP25	9606.ENSP00000315130	9606.ENSP00000337816	0	0	0	0	0.074	0.292	0	0.162	0.403
CLU	CTRL	9606.ENSP00000315130	9606.ENSP00000458537	0	0	0	0	0	0	0	0.446	0.446
CLU	CCL4	9606.ENSP00000315130	9606.ENSP00000482259	0	0	0	0	0.051	0	0	0.523	0.528
CLU	HIF1A	9606.ENSP00000315130	9606.ENSP00000437955	0	0	0	0	0.042	0	0	0.569	0.569
CLU	SAA2-SAA4	9606.ENSP00000315130	9606.ENSP00000485552	0	0	0	0	0	0	0.540	0.202	0.617
CNGB3	GRK7	9606.ENSP00000316605	9606.ENSP00000264952	0	0	0	0	0.070	0	0	0.532	0.546
CNGB3	NRL	9606.ENSP00000316605	9606.ENSP00000454062	0	0	0	0	0.054	0	0	0.490	0.497
CNGB3	EYS	9606.ENSP00000316605	9606.ENSP00000359655	0	0	0	0	0.059	0	0	0.495	0.505
CNNM4	ROGDI	9606.ENSP00000366275	9606.ENSP00000322832	0	0	0	0	0.075	0	0	0.480	0.498
CNNM4	MMP25	9606.ENSP00000366275	9606.ENSP00000337816	0	0	0	0	0	0	0	0.675	0.675
COL18A1	FGF20	9606.ENSP00000352798	9606.ENSP00000180166	0	0	0	0	0	0	0	0.685	0.685
COL18A1	TIMP1	9606.ENSP00000352798	9606.ENSP00000218388	0	0	0	0	0.067	0	0	0.529	0.541
COL18A1	MMP13	9606.ENSP00000352798	9606.ENSP00000260302	0	0	0	0	0.044	0	0.750	0.269	0.810
COL18A1	HIF1A	9606.ENSP00000352798	9606.ENSP00000437955	0	0	0	0	0.053	0	0	0.507	0.513
COX16	PET117	9606.ENSP00000374562	9606.ENSP00000397881	0	0	0	0	0.049	0	0	0.578	0.581
CRBN	CDKN1B	9606.ENSP00000231948	9606.ENSP00000228872	0	0	0	0	0.110	0	0.900	0.125	0.915
CRBN	ABL1	9606.ENSP00000231948	9606.ENSP00000361423	0	0	0	0	0	0	0	0.419	0.418
CRBN	GZF1	9606.ENSP00000231948	9606.ENSP00000338290	0	0	0	0	0	0.295	0	0.225	0.431
CRBN	BSG	9606.ENSP00000231948	9606.ENSP00000333769	0	0	0	0	0	0.292	0	0.566	0.679
CREBZF	NOL6	9606.ENSP00000433459	9606.ENSP00000297990	0	0	0	0	0.370	0	0	0.218	0.486
CRIPAK	FAM53A	9606.ENSP00000323978	9606.ENSP00000310057	0	0	0	0	0	0	0	0.474	0.474
CRLF1	CLCF1	9606.ENSP00000376188	9606.ENSP00000309338	0	0	0	0	0.058	0.609	0.900	0.997	0.999
CRLF1	IL27	9606.ENSP00000376188	9606.ENSP00000349365	0	0	0	0	0.086	0.292	0.900	0.766	0.982
CRLF1	IL6ST	9606.ENSP00000376188	9606.ENSP00000370698	0	0	0	0.662	0	0	0.500	0.097	0.529
CRLF2	OSM	9606.ENSP00000370978	9606.ENSP00000215781	0	0	0	0	0.062	0	0.650	0.340	0.764
CRLF2	IL4	9606.ENSP00000370978	9606.ENSP00000231449	0	0	0	0	0.054	0	0.650	0.678	0.884
CRLF2	FLT3	9606.ENSP00000370978	9606.ENSP00000241453	0	0	0	0	0.042	0	0	0.670	0.670
CRLF2	EPO	9606.ENSP00000370978	9606.ENSP00000252723	0	0	0	0	0	0	0.650	0.138	0.685
CRLF2	CSF1R	9606.ENSP00000370978	9606.ENSP00000286301	0	0	0	0	0.042	0	0	0.400	0.400
CRLF2	CCL19	9606.ENSP00000370978	9606.ENSP00000308815	0	0	0	0	0.056	0	0	0.485	0.493
CRLF2	ABL1	9606.ENSP00000370978	9606.ENSP00000361423	0	0	0	0	0	0.071	0	0.660	0.670
CRLF2	ETV6	9606.ENSP00000370978	9606.ENSP00000379658	0	0	0	0	0.042	0	0	0.693	0.693
CRPPA	POMGNT1	9606.ENSP00000385478	9606.ENSP00000361060	0	0	0	0	0	0	0	0.695	0.695
CRPPA	CASK	9606.ENSP00000385478	9606.ENSP00000494788	0	0	0	0	0	0.415	0	0.091	0.445
CSF1R	CD22	9606.ENSP00000286301	9606.ENSP00000085219	0	0	0	0.549	0.088	0.045	0	0.373	0.407
CSF1R	FGF20	9606.ENSP00000286301	9606.ENSP00000180166	0	0	0	0	0.051	0.168	0.650	0.367	0.801
CSF1R	LAG3	9606.ENSP00000286301	9606.ENSP00000203629	0	0	0	0	0.062	0.045	0	0.475	0.488
CSF1R	FIZ1	9606.ENSP00000286301	9606.ENSP00000221665	0	0	0	0	0.042	0.074	0	0.558	0.574
CSF1R	CD79A	9606.ENSP00000286301	9606.ENSP00000221972	0	0	0	0	0.125	0	0	0.349	0.406
CSF1R	IL10RA	9606.ENSP00000286301	9606.ENSP00000227752	0	0	0	0	0.413	0	0	0.533	0.714
CSF1R	CD69	9606.ENSP00000286301	9606.ENSP00000228434	0	0	0	0	0.076	0.045	0	0.446	0.469
CSF1R	IL4	9606.ENSP00000286301	9606.ENSP00000231449	0	0	0	0	0	0	0	0.608	0.608
CSF1R	FLT3	9606.ENSP00000286301	9606.ENSP00000241453	0	0	0	0.783	0.132	0.050	0	0.477	0.531
CSF1R	HCST	9606.ENSP00000286301	9606.ENSP00000246551	0	0	0	0	0.455	0	0	0.125	0.502
CSF1R	ITGA2B	9606.ENSP00000286301	9606.ENSP00000262407	0	0	0	0	0.085	0	0	0.593	0.612
CSF1R	TYROBP	9606.ENSP00000286301	9606.ENSP00000262629	0	0	0	0	0.806	0	0	0.816	0.962
CSF1R	CRLF2	9606.ENSP00000286301	9606.ENSP00000370978	0	0	0	0	0.042	0	0	0.400	0.400
CSF1R	CD200R1	9606.ENSP00000286301	9606.ENSP00000311035	0	0	0	0	0.086	0.045	0	0.369	0.401
CSF1R	CCL19	9606.ENSP00000286301	9606.ENSP00000308815	0	0	0	0	0.203	0	0	0.305	0.422
CSF1R	MPPE1	9606.ENSP00000286301	9606.ENSP00000465894	0	0	0	0	0.050	0	0	0.446	0.451
CSF1R	SIGLEC8	9606.ENSP00000286301	9606.ENSP00000321077	0	0	0	0	0.088	0.045	0	0.435	0.465
CSF1R	HIF1A	9606.ENSP00000286301	9606.ENSP00000437955	0	0	0	0	0.105	0	0	0.445	0.482
CSF1R	OLFML3	9606.ENSP00000286301	9606.ENSP00000322273	0	0	0	0	0.059	0	0	0.480	0.489
CSF1R	FGFR2	9606.ENSP00000286301	9606.ENSP00000410294	0	0	0	0.702	0.064	0.085	0	0.452	0.490
CSF1R	MARCO	9606.ENSP00000286301	9606.ENSP00000318916	0	0	0	0	0.322	0	0	0.299	0.505
CSF1R	CLEC7A	9606.ENSP00000286301	9606.ENSP00000302569	0	0	0	0	0.172	0.045	0	0.448	0.525
CSF1R	ABL1	9606.ENSP00000286301	9606.ENSP00000361423	0	0	0	0.604	0.055	0.074	0	0.504	0.528
CSF1R	CCRL2	9606.ENSP00000286301	9606.ENSP00000349967	0	0	0	0	0.180	0	0	0.471	0.548
CSF1R	DCSTAMP	9606.ENSP00000286301	9606.ENSP00000297581	0	0	0	0	0.084	0	0	0.640	0.656
CSF1R	CCL4	9606.ENSP00000286301	9606.ENSP00000482259	0	0	0	0	0.247	0	0	0.632	0.711
CSF1R	NGF	9606.ENSP00000286301	9606.ENSP00000358525	0	0	0	0	0	0	0.650	0.261	0.730
CSF1R	CD86	9606.ENSP00000286301	9606.ENSP00000332049	0	0	0	0	0.321	0	0	0.626	0.735
CSF1R	KITLG	9606.ENSP00000286301	9606.ENSP00000495951	0	0	0	0	0.067	0.099	0.650	0.847	0.949
CSKMT	RRNAD1	9606.ENSP00000431287	9606.ENSP00000357199	0	0	0	0	0	0	0	0.489	0.489
CSRNP2	C2orf15	9606.ENSP00000228515	9606.ENSP00000497775	0	0	0	0	0	0	0	0.434	0.434
CSRNP2	FAM199X	9606.ENSP00000228515	9606.ENSP00000417581	0	0	0	0	0.187	0	0	0.447	0.531
CST11	GZF1	9606.ENSP00000366208	9606.ENSP00000338290	0	0	0	0	0.042	0.048	0	0.452	0.456
CTRL	KLK12	9606.ENSP00000458537	9606.ENSP00000250351	0	0	0.143	0.792	0.115	0.265	0	0.089	0.425
CTRL	CLU	9606.ENSP00000458537	9606.ENSP00000315130	0	0	0	0	0	0	0	0.446	0.446
CUL9	MZF1	9606.ENSP00000252050	9606.ENSP00000215057	0	0	0	0	0.550	0	0	0	0.550
CXorf66	KCNA5	9606.ENSP00000359571	9606.ENSP00000252321	0	0	0	0	0.244	0.255	0	0.057	0.422
CXorf66	KCNS2	9606.ENSP00000359571	9606.ENSP00000287042	0	0	0	0	0.244	0.255	0	0.057	0.422
CXorf66	MRPL24	9606.ENSP00000359571	9606.ENSP00000354525	0.052	0	0	0	0.531	0.453	0	0.166	0.770
CXorf66	POMGNT1	9606.ENSP00000359571	9606.ENSP00000361060	0	0	0	0	0	0.475	0	0.047	0.478
CXorf66	RPS4Y2	9606.ENSP00000359571	9606.ENSP00000486252	0	0	0	0	0.627	0.565	0	0.135	0.847
DCSTAMP	IL4	9606.ENSP00000297581	9606.ENSP00000231449	0	0	0	0	0.056	0	0	0.572	0.578
DCSTAMP	TYROBP	9606.ENSP00000297581	9606.ENSP00000262629	0	0	0	0	0.099	0	0	0.417	0.452
DCSTAMP	CSF1R	9606.ENSP00000297581	9606.ENSP00000286301	0	0	0	0	0.084	0	0	0.640	0.656
DDHD1	DDHD2	9606.ENSP00000500986	9606.ENSP00000380352	0	0	0	0.602	0.185	0	0.900	0.339	0.941
DDHD2	DDHD1	9606.ENSP00000380352	9606.ENSP00000500986	0	0	0	0.602	0.185	0	0.900	0.339	0.941
DDX25	TDRD7	9606.ENSP00000263576	9606.ENSP00000347444	0	0	0	0	0	0	0	0.672	0.672
DDX59	GAR1	9606.ENSP00000330460	9606.ENSP00000226796	0	0	0	0	0.246	0.269	0	0.063	0.438
DDX59	C5orf52	9606.ENSP00000330460	9606.ENSP00000387027	0	0	0	0	0	0	0	0.448	0.448
